,0
sbp_mean,0.02390804597701144
enc_wellness,0.02160919540229882
AGE,0.009195402298850542
glucose_mean,0.008735632183907983
dbp_mean,0.007816091954022952
hr_mean,0.007356321839080393
hdl_last,0.006896551724137878
dbp_last,0.006436781609195363
hr_last,0.006436781609195341
rr_last,0.005977011494252826
ldl_mean,0.005517241379310289
enc_ambulatory,0.005517241379310267
encounter_count,0.005057471264367774
chol_mean,0.0050574712643677525
rr_mean,0.004597701149425237
enc_inpatient,0.004597701149425215
chol_last,0.004137931034482722
medication_count,0.004137931034482701
enc_outpatient,0.0036781609195401634
MARITAL,0.0032183908045976704
ldl_last,0.0027586206896551336
creat_last,0.0027586206896551336
height_mean,0.0022988505747125964
creat_mean,0.0022988505747125964
enc_urgentcare,0.0018390804597700817
egfr_last,0.0018390804597700817
height_last,0.0018390804597700594
hba1c_last,0.0013793103448275445
bmi_mean,0.0009195402298850075
bmi_last,0.0009195402298849853
INCOME,0.00045977011494251484
HEALTHCARE_COVERAGE,0.0
ETHNICITY,0.0
HEALTHCARE_EXPENSES,0.0
weight_mean,-2.2204460492503132e-17
enc_snf,-4.4408920985006264e-17
enc_virtual,-0.00045977011494253707
hdl_mean,-0.00045977011494255924
enc_home,-0.00045977011494255924
glucose_last,-0.00045977011494258146
enc_emergency,-0.0009195402298850964
enc_hospice,-0.0013793103448276113
GENDER,-0.0013793103448276113
hba1c_mean,-0.0013793103448276555
RACE,-0.0022988505747126853
weight_last,-0.0027586206896552446
egfr_mean,-0.0036781609195402744
sbp_last,-0.0036781609195402744
